Timestamp,ID,Date,Day,GoToSlp,Getup,Duration,Com,Quality,Reason,BreakfastTime,Breakfast,MorningSnack,LunchTime,Lunch,AfternoonSnack,DinnerTime,Dinner,EveningSnack,MorningAct,AfternoonAct,EveningAct
24/03/2016 15:18:26,25,24/03/2016,Thursday,22:30:00,6:40:00,8:10:00,Yes,4,,6:55:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",11:45:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",18:00:00,"Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Bike (as a transportation), Entertainment/relax (rest, watch TV or movies, play games, etc.), Sport (workout, cycling, swimming, etc.)"
24/03/2016 16:23:03,30,24/03/2016,Thursday,0:21:00,8:21:00,8:00:00,No,4,,8:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Egg prodcuts","Potato products (potato, chip, fries)",12:22:00,"Sandwich (if you eat this composite dish also choose the components inside), Vegetables (including salad, beans), Fruit products_(including juice)","Dairy products (milk, cheese, butter, etc.)",18:22:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Meat products","Potato products (potato, chip, fries)",Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 16:47:55,27,24/03/2016,Thursday,0:30:00,7:30:00,7:00:00,No,4,,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Caffeine drink (including coffee, tea, cola)",21:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.)","Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 17:08:20,14,24/03/2016,Thursday,0:51:00,9:00:00,8:09:00,No,4,,8:30:00,Fruit products (including juice),"Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",21:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)",,"Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Sport (workout, cycling, swimming, etc.)"
24/03/2016 19:48:08,8,24/03/2016,Thursday,23:00:00,7:30:00,8:30:00,Yes,5,,7:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)",,21:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Alcohol drink (including beer, wine)",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Bike (as a transportation), Social activities (party, communication with people more than 20 mins)"
24/03/2016 20:18:58,24,24/03/2016,Thursday,0:30:00,8:16:00,7:46:00,No,4,,8:30:00,"Vegetables (including salad, beans), Meat products","Vegetables (including salad, beans), Meat products",12:17:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Meat products",19:18:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products","Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products","Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 20:35:05,12,24/03/2016,Thursday,1:00:00,10:46:00,9:46:00,No,3,,9:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Egg prodcuts",,18:35:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.), Sleep"
24/03/2016 21:35:42,29,24/03/2016,Thursday,0:00:00,7:28:00,7:28:00,No,4,,8:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Meat products, Caffeine drink (including coffee, tea, cola)",Fruit products (including juice),13:02:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.)",18:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study, Sleep","Walk (as a transportation or shopping), Bike (as a transportation), Work/study","Bike (as a transportation), Social activities (party, communication with people more than 20 mins), Sleep"
29/03/2016 10:33:42,20,24/03/2016,Thursday,23:30:00,7:00:00,7:30:00,Yes,4,,7:15:00,"Dairy products (milk, cheese, butter, etc.), Nuts",Nuts,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products",,19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Dairy products (milk, cheese, butter, etc.), Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
25/03/2016 07:24:27,11,25/03/2016,Friday,23:00:00,7:00:00,8:00:00,No,4,,7:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)",,18:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Meat products","Potato products (potato, chip, fries)","Bike (as a transportation), Work/study","Walk (as a transportation or shopping), Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
25/03/2016 08:58:02,25,25/03/2016,Friday,22:30:00,6:40:00,8:10:00,Yes,5,,6:55:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",11:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
25/03/2016 09:10:08,16,25/03/2016,Friday,23:45:00,7:00:00,7:15:00,No,4,,9:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Sport (workout, cycling, swimming, etc.)"
25/03/2016 09:44:16,29,25/03/2016,Friday,23:30:00,7:45:00,8:15:00,No,4,,8:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",Fruit products (including juice),12:10:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)","Dairy products (milk, cheese, butter, etc.)",19:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.)","Bike (as a transportation), Work/study, Sleep","Walk (as a transportation or shopping), Bike (as a transportation), Work/study","Social activities (party, communication with people more than 20 mins), Sleep"
25/03/2016 10:05:13,7,25/03/2016,Friday,23:50:00,7:45:00,7:55:00,No,4,,8:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Caffeine drink (including coffee, tea, cola)",,12:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,20:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Potato products (potato, chip, fries)","Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study"
25/03/2016 10:10:52,1,25/03/2016,Friday,2:00:00,9:50:00,7:50:00,No,4,,,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products",,13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",19:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)",,Sleep,"Walk (as a transportation or shopping), Work/study","Walk (as a transportation or shopping), Entertainment/relax (rest, watch TV or movies, play games, etc.)"
25/03/2016 11:04:05,19,25/03/2016,Friday,1:00:00,8:00:00,7:00:00,Yes,3,,10:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
25/03/2016 11:07:59,20,25/03/2016,Friday,22:15:00,7:25:00,9:10:00,Yes,4,,7:15:00,"Dairy products (milk, cheese, butter, etc.), Nuts",Nuts,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products",,19:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Meat products",,"Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)"
25/03/2016 11:19:42,4,25/03/2016,Friday,21:00:00,8:00:00,11:00:00,No,4,,8:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,14:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice)",,20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)",,Bike (as a transportation),Work/study,Bike (as a transportation)
